Prepared: 03-MAR-2026 13:50 GMT,,,,,,,,,
MSN,Noun,Bulk Issue,Process Name,Local Process Name,Dist %,Max On Hand,Shop Code,Org Symbol,
8030PHM00039375,"SEALANT, CAULK, FIRE BARRIER",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,36,999B-Z08,72 ABW,
8030PHM00040410,"SEALANT, WET/DRY, ROOF",N,Adhering/bonding/sealing - all usages,Adhering/bonding/sealing - all usages,100,12,429B-Z01,CSCW-1,
8030C426806@T,426806 323 VULKEM 116 WHITE SEALANT,N,Adhering/bonding/sealing - all usages,Adhering/bonding/sealing - all usages,100,6,429B-Z01,CSCW-1,
6850PHM00102762,"POTASSIUM CHLORIDE SOLUTION, 3 MOL/L",N,Physical testing,LIQUID ANALYSIS,100,18,054C-Z01,MXSG,
8030013636504,"SEALANT, GRAY, AIRCRAFT INTERIOR-EXTERIOR, PREMIXED AND FROZEN",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,50,450,015I-Z01,565 AMXS,
8040PHM00333953,RESBOND 907GF,N,Adhering/bonding/sealing - brush/dobbing,076B-Z02 SEALANTS/ADHESIVES,100,24,076B-Z02,550 CMMXS,
8030PHM00100417,"SEALANT, GRAY, METAL ROOFING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,72,999B-Z65,72 ABW/CEF,
8040PHM00016137,"ADHESIVE, HIGH STRENGTH,  AEROSOL",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,150,999B-Z38,72 ABW/CECOAH,
6850PHM00306060,NAPA -20 DEGREE WINDSHIELD WASHER FLUID,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,18,999A-Z26,72 LRS,
9150007822627,"LUBRICATING OIL,AIRCRAFT TURBINE ENGINE,SYNTHETIC",N,"Lubricating, multiple operations",LUBRICANT,100,30,617A-Z01,545 PMXS,
7490014598264,"OIL,SHREDDING MACHINE",N,"Lubricating, multiple operations",LUBRICANT,100,25,617A-Z01,545 PMXS,
8040008510211,"ADHESIVE, SILICONE, BLACK, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,30,617A-Z01,545 PMXS,
9150007822679,"LUBRICATING OIL, AIRCRAFT TURBINE ENGINE, SYNTHETIC",N,"Lubricating, multiple operations",LUBRICANT,100,18,052A-Z01*3,547 PMXS,
8010PHM00006395,"ALKYD, UTILITY YELLOW, INVERTED MARKING AEROSOL",N,"Coating/painting, multiple operations",PAINTING,100,60,999B-Z62,72 ABW,
3439000095449,"FLUX, SOLDERING",N,"Laboratory operations, NOC",LABORATORY OPERATIONS,100,3,999A-Z14,72 LRS,
6850012287266,"CLEANING COMPOUND,SOLVENT",N,"Laboratory operations, NOC",LABORATORY OPERATIONS,100,9,999A-Z14,72 LRS,
6850010139937,"LAYOUT DYE, STEEL RED",N,"Coating/painting, brush/roller",MARKING,100,125,042I-Z03,PMXG,
6850010139937,"LAYOUT DYE, STEEL RED",N,"Miscellaneous,  multiple operations",PRODUCTION SHOP SUPPORT - MARKING,100,50,377A-Z03,PMXG,
6850006560810,"CALIBRATING FLUID, AIRCRAFT FUEL SYSTEM COMPONENTS",Y,"Testing, NOC",066A-Z02 CAL FLUID (REPORTABLE),100,10000,066A-Z02,552 CMMXS,
8040PHM00016083,"ADHESIVE, EPOXY, KIT",N,Adhering/bonding/sealing - all usages,060A-Z01 ADHESIVE/SEALANT,100,3,060A-Z01,552 CMMXS,
8030000716915,"SEALANT, SILICONE, RED, KIT",N,Adhering/bonding/sealing - all usages,060A-Z01 ADHESIVE/SEALANT,100,3,060A-Z01,552 CMMXS,
6850010139937,"LAYOUT DYE, STEEL RED",N,NOC,MAINTENANCE NOC,100,125,391A-Z01,564 AMXS/MXDPAB,
8040000922816,"ADHESIVE, PLASTIC EPOXY, MULTI-PURPOSE, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,125,614A-Z03,PMXG,
8030006020107,"SEALING COMPOUND, INTEGRAL FUEL TANK, AIRCRAFT, KIT",N,Adhering/bonding/sealing - all usages,411A-Z01 ADHESIVE/SEALANTS,100,125,411A-Z01,550 CMMXS,
8030009004412,"SEALANT, THREADLOCKER, BLUE, METAL PARTS",N,Adhering/bonding/sealing - all usages,411A-Z01 ADHESIVE/SEALANTS,100,125,411A-Z01,550 CMMXS,
9160002852044,"WAX, PARAFFIN, GRADE A, TECHNICAL",N,"Industrial, NOC",MAINTENANCE NOC,100,125,630A-Z01,PMXG,
6850PHM00047188,"ULTRASONIC COUPLANT, GEL",N,"Miscellaneous,  multiple operations","078E-Z07 MAINTENANCE, NOC",100,125,078E-Z07,553 CMMXS,
8040PHM00067902,"ADHESIVE, EPOXY, CONCRETE PATCH, KIT",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,108,999B-Z61,72 ABW/CECOPM,
8040PHM00105435,"ADHESIVE, WALL COVERING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,144,999B-Z61,72 ABW/CECOPM,
8040PHM00041704,"ADHESIVE, PVC CEMENT, GRAY",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,108,999B-Z61,72 ABW/CECOPM,
8010C1750@T,BEHR PREMIUM PLUS INT ULTRA FLAT ENAMEL,N,"Coating/painting, multiple operations","Coating/painting, multiple operations",100,6,429B-Z01,CSCW-1,
9150PHM00089511,"LUBRICANT, SILICONE, AEROSOL",N,"Equipment repair/prev. maint., NOC",EQUIPMENT MAINTENANCE,100,36,999B-Z45,72 ABW/CECOIG,
8030PHM00106868,"SEALANT, POLYURETHANE, ALUMINIZED COATING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,125,999B-Z59,72 ABW/CECOPM,
9150015306380,"LUBRICANT, GREASE, AIRCRAFT & INSTRUMENT",N,"Lubricating, multiple operations",LUBRICATING,100,30,136B-Z01,507 MS/LGR,
6135014475083,"BATTERY,NONRECHARGEABLE, 15V",N,"Equipment repair/prev. maint., NOC",AIRCREW FLIGHT EQUIPMENT CHEM. DEFENSE,100,25,165A-Z01,465 ARS/DO,
6830PHM00512262,"PROPANE, COMPRESSED GAS",N,"Storage of materials, NOC",GASEOUS CYLINDERS,100,12,999B-Z08,72 ABW,
8040PHM00095072,"ADHESIVE, ACRYLIC, TILE/TREAD",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,24,999B-Z33,72 ABW/CECOS,
8040009447292,"ADHESIVE, PLASTIC EPOXY, METAL FILLED, KIT",N,Adhering/bonding/sealing - all usages,013A-Z02 ADHESIVE/SEALANT,100,75,013A-Z02,551 CMMXS,
6810PHM00054197,"SODIUM THIOSULFATE, 0.025N TO 1N",N,Physical testing,LIQUID ANALYSIS,100,18,054C-Z01,MXSG,
6635012888102,"CALIBRATING KIT,HYD",N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
6830PHM00096052,"TORCH FUEL, LIQUEFIED GAS, MAP-PRO PREMIUM",N,"Cutting, oxygen/oxyacetylene",NON-AEROSPACE CUTTING,100,12,999B-Z45,72 ABW/CECOIG,
3439014230592,"SOLDER, TIN ALLOY, .025""",N,"Soldering, NOC","061B-Z01 SOLDERING, AEROSPACE",100,3,061B-Z01,553 CMMXS,
8030PHM00076135,"SEALANT, BRONZE, METAL ROOFING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,150,999B-Z38,72 ABW/CECOAH,
8030PHM00105553,"SEALANT, WHITE, METAL ROOFING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,150,999B-Z38,72 ABW/CECOAH,
5640PHM00044772,"JOINT COMPOUND, READY MIXED, ALL PURPOSE",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,24,999B-Z08,72 ABW,
5640PHM00044772,"JOINT COMPOUND, READY MIXED, ALL PURPOSE",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,3,999B-Z66,72 ABW,
9150PHM00025388,"LUBRICANT, CORROSION PREVENTIVE COMPOUND, AEROSOL",N,"Industrial, NOC","INDUSTRIAL, NOC",50,36,377A-Z03,PMXG,
9150002500926,"PETROLATUM, TECHNICAL",N,"Lubricating, multiple operations",LUBRICANT,100,15,608A-Z01,PMXG,
6830PHM00057121,NITROGEN,N,Physical testing,METALS ANALYSIS,100,48,054C-Z01,MXSG,
8010PHM00000402,"ACRYLIC ENAMEL, SAFETY RED, RUST PREVENTATIVE, AEROSOL",N,"Coating/painting, multiple operations",PAINTING,100,75,999B-Z38,72 ABW/CECOAH,
6850010139937,"LAYOUT DYE, STEEL RED",N,"Coating/painting, brush/roller",MARKING,100,18,337D-Z01,548 PMXS,
6850012686704,"INSPECTION PENETRANT, NDI",N,"Non-destructive inspection/testing, NOC",073A-Z08 NDI,100,105,073A-Z08,552 CMMXS,
7930013738848-1,"CLEANING COMPOUND, SOLVENT-DETERGENT",N,"Administrative, NOC",HOUSE CLEANING/KEEPING,100,125,074I-Z05,551 CMMXS,
9150011499166,"LUBRICANT, GEAR OIL",N,"Lubricating, multiple operations",LUBRICATING,100,3,371A-Z01,MXSG,
9150PHM00512163,MYSTIK POWER LUBRICANTS,N,"Lubricating, multiple operations",LUBRICATING,100,3,371A-Z01,MXSG,
6840PHM00057283,"INSECTICIDE, WASP & HORNET, AEROSOL",N,"Pest control, NOC",PEST MANAGEMENT (OUTDOORS),100,250,999B-Z44,72 ABW/CECOU,
6810002411203,"CUPRIC SULFATE, ACS",N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
8010015284842,"POLYURETHANE, GRAY, 16440, GLOSS, AEROSOL",N,"Coating/painting, ground support equipment - spray",AGE EQUIPMENT TOUCH,100,6,999A-Z12,72 OSS/OS3,
6810PHM00004421,NITRIC ACID,N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
6810PHM00021709,AMMONIUM HYDROXIDE,N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
6830PHM00037339,"NITROGEN, COMPRESSED GAS",N,Physical testing,LIQUID ANALYSIS,100,30,054C-Z01,MXSG,
6810PHM00044412,"258148-2.5L, HYDROCHLORIC ACID, REAGENT GRADE",N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
7930013738849,"CLEANING COMPOUND,SOLVENT-DETERGENT, DEGREASER",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",100,3,414I-Z01,CSCW-1,
8030010693046,"SEALING COMPOUND, THREADLOCKING, PURPLE",N,Adhering/bonding/sealing - all usages,AIRCRAFT SEALING/BONDING,100,6,180A-Z03,552 AMXS,
7930PHM00018893,"CLEANING COMPOUND, BUG & TAR REMOVER, AUTOMOTIVE",N,"Cleaning- mechanical, NOC",EQUIPMENT CLEANING,100,18,999A-Z26,72 LRS,
6810PHM00024980,"POTASSIUM PHOSPHATE, MONOBASIC, P284-500",N,Physical testing,LIQUID ANALYSIS,100,15,054C-Z01,MXSG,
6850PHM00513299,"CALIBRATION, VISCOSITY, DENSITY, REFERENCE STANDARD",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,6,054C-Z03,MXSG,
3439PHM00514688,WELDING AID,N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,100,15,051F-Z01,548 PMXS,
9150009051387,"LUBRICANT, PENETRATING OIL, AEROSOL",N,"Lubricating, multiple operations",LUBRICANT,100,18,608A-Z01,PMXG,
6810PHM00080380,DODECANE,N,Physical testing,LIQUID ANALYSIS,100,18,054C-Z01,MXSG,
8040PHM00088591,"ADHESIVE, BITUMEN",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,15,999B-Z59,72 ABW/CECOPM,
8030010543968-1,"SEALING COMPOUND, THREAD LOCKING, PURPLE",N,Adhering/bonding/sealing - all usages,060A-Z01 ADHESIVE/SEALANT,100,300,060A-Z01,552 CMMXS,
5350013233933,"MEGALUX GLASS BEADS, SIZE 6",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,100,125,032C-Z01,548 PMXS,
6505001487263,"MILK OF MAGNESIA, USP",N,"Lubricating, multiple operations",LUBRICANT,100,3,052A-Z01,547 PMXS,
9150008237908,"LUBRICANT, GREASE, EXTREME PRESSURE",N,"Lubricating, multiple operations",LUBRICANT,100,48,037G-Z01,546 PMXS,
6810008824997,"CALCIUM SULFATE, ANHYDROUS, TECHNICAL",N,"Miscellaneous,  multiple operations",MAINTENANCE NOC,100,3,008A-Z01,569 AMXS/MXDPAB,
6850002940860,"SILICONE COMPOUND, SILICONE, ELECTRICAL",N,Adhering/bonding/sealing - all usages,056A-Z01 ADHERING/BONDING/SEALING,100,125,056A-Z01,550 CMMXS,
9150011098726,"LUBRICANT, GREASE, GENERAL PURPOSE",N,"Lubricating, multiple operations",056A-Z01 LUBRICANTS,100,125,056A-Z01,550 CMMXS,
8010015325336,"POLYURETHANE COATING, GRAY, 26173, SEMI-GLOSS, KIT",N,"Coating/painting, brush/roller",TOUCH-UP PAINTING OF AGE,100,125,151A-Z01,552 MXS,
9150PHM00000906,"LUBRICANT, OIL, VACUUM PUMP",N,"Lubricating, multiple operations",LUBRICATION GENERAL MAINTENANCE,100,15,999B-Z38,72 ABW/CECOAH,
6850002271887,"CLEANING COMPOUND, OPTICAL LENS",N,Physical testing,METALS ANALYSIS,100,18,054C-Z01,MXSG,
5977004648496,"ELECTRODE, GRAPHITE, DISCS, 0.492"" DIAMETER",N,Physical testing,METALS ANALYSIS,100,18,054C-Z01,MXSG,
9150PHM00016627,"LUBRICANT, TOOL SPINDLE, HIGH-SPEED",N,"Lubricating, multiple operations","GENERAL MECHANICAL REPAIR, LUBRICANT USE",100,12,026B-Z04,MXSG,
7930009265280-1,"DETERGENT, GENERAL PURPOSE",N,General housekeeping,064A-Z01 HOUSEKEEPING,100,72,064A-Z01,552 CMMXS,
9150010809652,"LUBRICANT, GREASE, SILICONE INSULATED ELECTRICAL",N,"Lubricating, multiple operations",062A-Z01 LUBRICANTS,100,15,062A-Z01,552 CMMXS,
8040PHM00001580,"PRIMER, ADHESIVE, PVC PIPE",N,"Coating/painting, facilities/buildings - spray",PAINTING,50,750,999B-Z61,72 ABW/CECOPM,
8040PHM00083055,"ADHESIVE, EPOXY, MACHINEABLE, KIT",N,"Miscellaneous,  multiple operations",TOOL REPAIR,100,6,377A-Z01,PMXG,
8040PHM00041704,"ADHESIVE, PVC CEMENT, GRAY",N,"Plumbing, NOC",PLUMBING,100,3,999B-Z49,72 ABW,
8010P5343462037@T,B31W2251 PROMAR 200 INTR LATEX SEMI GLOS,N,"Coating/painting, multiple operations","Coating/painting, multiple operations",100,12,429B-Z01,CSCW-1,
6830PHM00101511,"ACETYLENE, TECHNICAL",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,15,999B-Z59,72 ABW/CECOPM,
8040013030401,"ADHESIVE, POLYURETHANCE PLASTIC, AIRCRAFT ESCAPE SLIDE, KIT",N,Adhering/bonding/sealing - squeeze tube,EQUIPMENT REPAIR/PREV. MAINTENANCE,50,375,197B-Z01,552 OSS,
6810PHM00511853,"METHYLTHYMOL BLUE, 96% (UV-VIS)",N,Physical testing,LIQUID ANALYSIS,50,3,054C-Z01,MXSG,
6830013275355,"NITROGEN, TECHNICAL",N,Multiple operations,SCANNING ELECTRON MICROSCOPY,100,5,054D-Z01,MXSG,
3439PHM00105978,"COBALT POWDER, TUNGSTEN CARBIDE",N,Plasma spraying,PLASMA SPRAYING,100,93,045G-Z02,PMXG,
9150004229550,"LUBRICANT, METALWORKING FLUID, ALUMINUM",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,100,10,054D-Z01,MXSG,
6850PHM00080534,"SI86-1, IODINE SOLUTION",N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
8010PHM00511311,"ENAMEL, ALUMINUM, HEAT RESISTANT, AEROSOL",N,"Coating/painting, multiple operations",PAINTING,100,75,999B-Z38,72 ABW/CECOAH,
8010PHM00106804,3701 AQUA ENAMEL WHITE,N,"Coating/painting, multiple operations",PAINTING,100,75,999B-Z38,72 ABW/CECOAH,
8030PHM00013645,"SEALANT, RUBBER, GUTTERS & LAP JOINTS",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,72,999B-Z49,72 ABW,
9150PHM00038067,"LUBRICANT, DAMPING FLUID, SILICONE",N,"Laboratory operations, NOC",OIL ANALYSIS,100,18,503C-Z03,MXSG,
6810PHM00059718,VANGUARD CALCIUM HYPOCHLORITE GRANULES,N,"Disposing/recycling, NOC",WASTE DISPOSAL / TREATMENT,100,45,999B-Z66,72 ABW,
8040PHM00047280,"ADHESIVE, HIGH TACK, AEROSOL",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,3,999B-Z66,72 ABW,
6850PHM00099105,WATER TREATMENT COMPOUND,N,"Industrial, NOC",INDUSTRIAL PROCESSES,100,30,999B-Z71,72 ABW,
8030000812328,"SEALING COMPOUND, THREADLOCKING, PURPLE",N,Adhering/bonding/sealing - all usages,056A-Z01 ADHERING/BONDING/SEALING,100,90,056A-Z01,550 CMMXS,
8030007535004,"SEALING COMPOUND, MRAP, GRAY, TY2, CL B-1/2",N,Adhering/bonding/sealing - all usages,AIRCRAFT SEALING/BONDING,100,16,180A-Z03,552 AMXS,
6850015191815,"CONTACT CLEANER, ELECTRICAL, AEROSOL",N,"Coating/painting, spray/aerosol",AEROSPACE SURFACE COATINGS (AEROSOL),100,12,180A-Z03,552 AMXS,
6830PHM00073914,"COMPRESSED GAS, HELIUM",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,9,054C-Z03,MXSG,
9150PHM00016462,"SILICONE FLUID , 100 CPS",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,6,054C-Z03,MXSG,
6810PHM00104481,"ACETONE, ACS, MIN. 99.5%",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,22,054C-Z03,MXSG,
8030PHM00106593,"SEALANT, EPOXY, CURING",N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,100,3,078E-Z02,553 CMMXS,
6850011213007,INSPECTION PENETRANT EMULSIFIER,N,"Non-destructive inspection/testing, NOC",073A-Z08 NDI,100,105,073A-Z08,552 CMMXS,
8040008779872,"ADHESIVE, THIXOTROPIC PASTE, WHITE, GENERAL PURPOSE, KIT",N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,100,30,078E-Z02,553 CMMXS,
5610PHM00104157,"MORTAR PATCH, KIT",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,35,999B-Z33,72 ABW/CECOS,
9150PHM00004101,"LUBRICANT, LOCK, AEROSOL",N,"Lubricating, multiple operations",LUBRICATION GENERAL MAINTENANCE,100,75,999B-Z38,72 ABW/CECOAH,
9150PHM00000906,"LUBRICANT, OIL, VACUUM PUMP",N,"Facility maintenance, NOC",FACILITY MAINTENANCE,100,3,999B-Z66,72 ABW,
3439009148390,"FLUX, BRAZING, WHITE",N,"Welding, multiple operations",WELDING AND BRAZING OPERATIONS,100,3,133A-Z02,507 MXS/MX,
3439009945368,"WELDING ROD, TITANIUM FILLER, .063""",N,"Welding, multiple operations",WELDING AND BRAZING OPERATIONS,100,3,133A-Z02,507 MXS/MX,
3439008827351,"WELDING ROD, ROUND, NICKEL/IRON ALLOY, .062""",N,"Welding, multiple operations",WELDING AND BRAZING OPERATIONS,100,3,133A-Z02,507 MXS/MX,
9150PHM00023055,"LUBRICANT, OIL, PAPER SHREDDER",N,"Analysis, chemical",INFRARED ANALYSIS,100,3,054C-Z01,MXSG,
8040PHM00000263,"PRIMER, ADHESIVE, PVC PIPE",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,75,999B-Z38,72 ABW/CECOAH,
8040PHM00102031,"ADHESIVE, WHITE, KIT",N,Adhering/bonding/sealing - brush/dobbing,061B-Z01 ADHESIVE/SEALANT,100,3,061B-Z01,553 CMMXS,
9150PHM00088616,"LUBRICANT, OIL, CHILLERS, HVAC",N,"Lubricating, multiple operations",LUBRICATION ON/OFF EQUIPMENT,100,12,999B-Z76,72 ABW/CEE,
6810PHM00041492,HYDROFLUORIC ACID,N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
8040013421511,"ADHESIVE, GENERAL PURPOSE",N,Adhering/bonding/sealing - all usages,"073A-Z04 ADHESIVE/SEALANT USE, AEROSPACE",100,14,073A-Z04,552 CMMXS,
8030PHM00513103,JOINT COMPOUND,N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,36,999B-Z49,72 ABW,
6520012246353,"IMPRESSION MATERIAL, DENTAL, KIT",N,"Metal maching, multiple operations","GENERAL MACHINING (LATHES, MILLS, JIG)",100,18,043F-Z02,PMXG,
9150PHM00079215,"LUBRICANT, METALWORKING FLUID",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,100,3,054D-Z01,MXSG,
8040PHM00514930,"ADHESIVE, BONDING ACRYLIC, ALMOND CREAM, THERMOPLASTIC, OTHER COMPOSITES, KIT",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,60,999B-Z33,72 ABW/CECOS,
6830PHM00514395,"OXYGEN, TECHNICAL",N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,100,100,022A-Z01,MXSG,
6830002865434,"ACETYLENE, TECHNICAL",N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,100,125,022A-Z01,MXSG,
9150PHM00514793,"LUBRICANT, VACUUM PUMP",N,Multiple operations,SCANNING ELECTRON MICROSCOPY,100,6,054D-Z01,MXSG,
8040000922816-1,"ADHESIVE, PLASTIC EPOXY, MULTI-PURPOSE, KIT",N,Adhering/bonding/sealing - squeeze tube,ADHESIVE/SEALANT,100,600,608A-Z01,PMXG,
6850PHM00042843,"ANTIFREEZE, HEAT TRANSFER FLUID",N,"HVAC, NOC",HEATING / AIR CONDITIONING,100,75,999B-Z38,72 ABW/CECOAH,
6830PHM00512375,"NITROGEN, COMPRESSED",N,"Equipment repair/prev. maint., NOC","079B-Z01 MAINTENANCE, NOC",100,3,079B-Z01,553 CMMXS,
8030012878357,"SEALANT, ACETOXY, RED",N,Adhering/bonding/sealing - squeeze tube,ADHESIVE/SEALANT,100,18,608A-Z01,PMXG,
3439PHM00513228,"ANTI-FLUX COATING, GREEN, PEN",N,Plasma spraying,PLASMA SPRAYING,100,36,045G-Z02,PMXG,
6830PHM00512262,"PROPANE, COMPRESSED GAS",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,6,999B-Z33,72 ABW/CECOS,
9150002698255,"GREASE, AIRCRAFT",N,"Lubricating, multiple operations",062A-Z01 LUBRICANTS,100,12,062A-Z01,552 CMMXS,
8030014189006-1,"SEALANT, CORROSION PREVENTIVE, AEROSOL",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,50,75,377A-Z03,PMXG,
9150001199291,"GREASE, AIRCRAFT",N,"Lubricating, multiple operations",LUBRICANTS,100,6,301A-Z02,567 AMXS,
8040013687769,"ADHESIVE, SYNTHETIC RUBBER",N,Adhering/bonding/sealing - all usages,ADHERING/BONDING/SEALING - ALL USAGES,100,6,148A-Z01,552 MXS,
8040000922816-1,"ADHESIVE, PLASTIC EPOXY, MULTI-PURPOSE, KIT",N,Adhering/bonding/sealing - all usages,"GENERAL ADHESIVE OR SEALANT USE, NON-AEROSPACE",100,60,026B-Z04,MXSG,
6810PHM00004176,BARIUM CARBONATE,N,"Electroplating, dip tank",ELECTROPLATING/COATING DIP TANKS (NON-CHROME),100,120,047E-Z01,PMXG,
6840003927593,"HERBICIDE, BROMACIL",N,"Grounds maintenance, NOC",GROUNDS MAINTENANCE *,100,44,999B-Z72,72 ABW/CE/TRACE,
8010PHM00515426,"ENAMEL, WHITE, GLOSS",N,"Coating/painting, multiple operations",PAINTING,50,72,999B-Z37,72 ABW/CECOUF,
8030000812341-1,"SEALANT, THREADLOCKER, METAL PARTS, GREEN",N,Adhering/bonding/sealing - all usages,062B-Z01 AEROSPACE ADHESIVE/SEALANT,100,9,062B-Z01,552 CMMXS/MXDPBA,
8040008263535,"ADHESIVE, CYANOACRYLATE",N,Adhering/bonding/sealing - all usages,062B-Z01 AEROSPACE ADHESIVE/SEALANT,100,3,062B-Z01,552 CMMXS/MXDPBA,
8030011660675,"SEALANT, PIPE THREAD, WITH PTFE",N,Adhering/bonding/sealing - all usages,062B-Z01 AEROSPACE ADHESIVE/SEALANT,100,3,062B-Z01,552 CMMXS/MXDPBA,
8010PHM00100629,"PAINT MARKER, METAL, KIT",N,"Miscellaneous,  multiple operations",PRODUCTION SHOP SUPPORT - MARKING,50,18,377A-Z03,PMXG,
7520PHM00101751,"MARKING PEN, WHITE",N,"Miscellaneous,  multiple operations",PRODUCTION SHOP SUPPORT - MARKING,100,50,377A-Z03,PMXG,
3439PHM00007892,ANTI-SPATTER COMPOUND,N,"Heat treating/hardening, multiple operations",WELDING,100,9,377A-Z01,PMXG,
9150009354018,"GREASE, MOLYBDENUM DISULFIDE",N,"Lubricating, multiple operations",LUBRICANTS,100,15,301A-Z02,567 AMXS,
5350PHM00058232,"ABRASIVE, COMPOSITE, BLAST MEDIA, TYPE VIII",N,"Abrasive blasting, NOC","074I-Z01 BEAD BLASTING, PLASTIC",100,25,074I-Z01,551 CMMXS,
9150PHM00011100,"LUBRICANT, CORROSION PREVENTIVE COMPOUND, AEROSOL",N,"Lubricating, multiple operations",LUBRICANT,100,36,377A-Z03,PMXG,
8030010445034,"SEALANT, ANTISEIZE COMPOUND, GRAPHITE, AIRCRAFT",N,Adhering/bonding/sealing - all usages,062B-Z01 AEROSPACE ADHESIVE/SEALANT,100,3,062B-Z01,552 CMMXS/MXDPBA,
8030011717628,"SEALANT, THREADLOCKER, RED",N,Adhering/bonding/sealing - all usages,062B-Z01 AEROSPACE ADHESIVE/SEALANT,100,3,062B-Z01,552 CMMXS/MXDPBA,
8010PHM00008993,"LASER MARKING MATERIAL, AEROSOL",N,"Coating/painting, spray/aerosol",056A-Z01 AEROSOL (REPORTABLE),100,36,056A-Z01,550 CMMXS,
3439001059945,"WELDING ELECTRODE, TUNGSTEN ALLOY, .094"", 10 COUNT",N,"Welding, multiple operations","WELDING, NON-AEROSPACE",100,3,022A-Z7,MXSG,
8040014966806,"ADHESIVE, PLASTIC EPOXY, STRUCTURAL AIRFRAME, GRAY, KIT",N,Adhering/bonding/sealing - all usages,056A-Z01 ADHERING/BONDING/SEALING,100,15,056A-Z01,550 CMMXS,
7930013738849,"CLEANING COMPOUND,SOLVENT-DETERGENT, DEGREASER",N,General housekeeping,"HOUSEKEEPING, SHOP MAINTENANCE",100,7,377A-Z03,PMXG,
6840006877904,"DISINFECTANT, PINE OIL",N,General housekeeping,"HOUSEKEEPING, SHOP MAINTENANCE",100,18,377A-Z03,PMXG,
7930009265280,"DETERGENT, GENERAL PURPOSE",N,"Industrial, NOC",073A-Z04 MAINTENANCE NOC,100,9,073A-Z04,552 CMMXS,
8030000812325,"SEALANT, THREADLOCKER, BROWN",N,Adhering/bonding/sealing - all usages,"073A-Z04 ADHESIVE/SEALANT USE, AEROSPACE",100,14,073A-Z04,552 CMMXS,
