Prepared: 03-MAR-2026 13:50 GMT,,,,,,,,,
MSN,Noun,Bulk Issue,Process Name,Local Process Name,Dist %,Max On Hand,Shop Code,Org Symbol,
8030PHM00078740,"SEALANT, ANTIGALLING COMPOUND, MOLYBDENUM DISULFIDE",N,"Coating/painting, multiple operations",AEROSPACE SURFACE COATING,100,50,617A-Z01,545 PMXS,
8010PHM00081777,"COATING, BLACK, CONDUCTIVE",N,Adhering/bonding/sealing - all usages,ADHERING/BONDING/SEALING - ALL USAGES,100,150,022A-Z09,MXSG,
6850PHM00081868,"ELECTROLYTE, BLACK, ALUMINUM ALLOYS, ETCHING",N,"Acid cleaning, etching",ELECTRO ETCHING,,5,630A-Z01,PMXG,
6810PHM00080890,"HEXANES, ACS",N,"Analysis, chemical",INFRARED ANALYSIS,100,12,054C-Z01,MXSG,
9150013367868,"LUBRICANT, OIL, AIRCRAFT TURBINE ENGINE",N,"Lubricating, multiple operations",LUBRICANT,,15,618A-Z01,545 PMXS,
9150013367868,"LUBRICANT, OIL, AIRCRAFT TURBINE ENGINE",N,"Lubricating, multiple operations",LUBRICANT,,96,630A-Z01,PMXG,
6830PHM00080737,PROPANE,N,"NOC, electrical/battery",FORKLIFT MAINTENANCE,100,3,028A-Z01,OC-ALC/MAD,
6810PHM00078985,"ISOPROPYL ALCOHOL, 70%",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,100,20,054D-Z01,MXSG,
9150PHM00078863,"LUBRICANT, OIL, ULTRAGRADE 15, MECHANICAL PUMPS",N,Preventive maintenance,PREVENTIVE MAINTENANCE,,30,026B-Z01,MXSG,
6850014266678,"SOLVENT, CLEANING COMPOUND",N,"Cleaning/washing, cold dip tank & cold soak","FLUSH CLEANING, AEROSPACE",,125,391A-Z01,564 AMXS/MXDPAB,
6850014266678,"SOLVENT, CLEANING COMPOUND",N,"Cleaning/washing, cold dip tank & cold soak","FLUSH CLEANING, AEROSPACE",100,3,391A-Z03,564 AMXS/MXDPAA,
6850014266678,"SOLVENT, CLEANING COMPOUND",N,"Cleaning, chemical, manual wiping","HAND WIPE CLEANING, AEROSPACE",,3,391A-Z03,564 AMXS/MXDPAA,
8030121725459,"SEALING COMPOUND, THREADLOCKER",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,30,467A-Z01,568 AMXS,
8040PHM00083055,"ADHESIVE, EPOXY, MACHINEABLE, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,9,625B-Z01,546 PMXS,
8040PHM00083055,"ADHESIVE, EPOXY, MACHINEABLE, KIT",N,"Coating/painting, spray/aerosol",AEROSPACE SURFACE COATING,,3,037F-Z01,PMXG,
8040PHM00083055,"ADHESIVE, EPOXY, MACHINEABLE, KIT",N,"Coating/painting, brush/roller",073A-Z04 PRIMERS AND TOPCOATS COATINGS (REPORTABLE,,3,073A-Z04,552 CMMXS,
9150PHM00082713,"LUBRICANT, OIL, H1",N,"Lubricating, hand application",LUBRICANTS,,9,999B-Z10,76 PMXG,
9150013280571,"LUBRICANT, OIL, GEAR",N,"Equipment repair/prev. maint., NOC",PM/RM OF EQUIPMENT,,15,025D-Z01,776 MXSS,
6850014068662,PARTING COMPOUND,N,"Equipment repair/prev. maint., NOC","078E-Z02 MAINTENANCE, NOC",,3,078E-Z02,553 CMMXS,
9150PHM00085192,"LUBRICANT, OIL, HEAVY",N,"Equipment repair/prev. maint., NOC",PM/RM OF EQUIPMENT,,3,025D-Z01,776 MXSS,
8010PHM00083894,"ENAMEL, SAFETY YELLOW, HIGH GLOSS",N,"Miscellaneous,  multiple operations",MAINTENANCE NOC,,60,008A-Z01,569 AMXS/MXDPAB,
8010PHM00085012,"COATING, LIGHT GRAY, CORROSION RESISTANT",N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COATING TOUCH-UP,,12,302A-Z01,567 AMXS,
7510000801419,"INK, BLACK, STAMP PAD",N,"Coating/painting, brush/roller",MARKING,,36,375A-Z01,546 PMXS,
9150PHM00083430,"LUBRICANT, MOTOR OIL, 10W-40",N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR/PREVENTATIVE MAINTENANCE,,3,307A-Z05,72 ABW/CE,
6830014310576,"ARGON, TECHNICAL",N,"Industrial, NOC",673A-Z01 DIRECT METAL LASER SINTERING (DMLS),,108,673A-Z02,76 CMXG,
6810PHM00083612,ISOPROPYL ALCOHOL,N,"Equipment repair/prev. maint., NOC",AIRCREW FLIGHT EQUIPMENT CHEM. DEFENSE,50,12,165A-Z01,465 ARS/DO,
8030PHM00088566,"ISOCYANATE - CHICO SPEEDSEAL (SS2), AROMATIC ISOCYANATE, URETHANE POLYOL, ELECTRICAL, KIT",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,30,999B-Z37,72 ABW/CECOUF,
8030PHM00088566,"ISOCYANATE - CHICO SPEEDSEAL (SS2), AROMATIC ISOCYANATE, URETHANE POLYOL, ELECTRICAL, KIT",N,"Electrical, NOC",ELECTRICAL,100,36,999B-Z34,,
6830PHM00087124,"OXYGEN, COMPRESSED GAS",N,"Equipment repair/prev. maint., NOC",058A-Z02 MAINT. NOC,,3,058A-Z02,550 CMMXS,
7930PHM00088472,"CLEANER, NON-ACID, HEAVY DUTY, EVAPORATOR COIL",N,"Cleaning, chemical, multiple operations","FLUSH CLEANING, NON-AEROSPACE",,15,022A-Z5,MXSG,
6850PHM00089582,"SULFURIC ACID, ELECTROLYTE, BATTERY",N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR/PREVENTATIVE MAINTENANCE,,6,307A-Z05,72 ABW/CE,
8010010573599,"POLYURETHANE, WHITE, SEMI-GLOSS, KIT",N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COATING TOUCH-UP,,15,467A-Z01,568 AMXS,
8010010573599,"POLYURETHANE, WHITE, SEMI-GLOSS, KIT",N,"Coating/painting, Aerospace NESHAP - spray",AEROSPACE SPECIALTY COATINGS IN PAINT DOCK,,3,008A-Z01,569 AMXS/MXDPAB,
6810PHM00087997,"POTASSIUM PERMANGANATE, 0.1N-0.5N",N,Physical testing,LIQUID ANALYSIS,100,3,054C-Z01,MXSG,
8040PHM00088077,"ADHESIVE, THIN SET MORTAR, VCT",N,"Miscellaneous,  multiple operations",GENERAL CARPENTERS WORK,,3,083B-Z09,,
8030PHM00087648,"SEALANT, RUBBER, ORANGE, CASTING INTERNAL/EXTERNAL FORMS",N,NOC,"MAINTENANCE, NOC",,18,302A-Z01,567 AMXS,
8030PHM00087648,"SEALANT, RUBBER, ORANGE, CASTING INTERNAL/EXTERNAL FORMS",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,6,618A-Z01,545 PMXS,
9150PHM00088236,"LUBRICANT, COOLANT, FLUID, METALWORKING",N,"Industrial, NOC",673A-Z01 DIRECT METAL LASER SINTERING (DMLS),,3,673A-Z02,76 CMXG,
6810PHM00090454,OXALIC ACID DIHYDRATE,N,Physical testing,METALS ANALYSIS,,30,054C-Z01,MXSG,
9150PHM00090304,"LUBRICANT, OIL, DIESEL ENGINE, 15W-40",N,"Lubricating, multiple operations",LUBRICATION,100,9,999B-Z62,72 ABW,
3439PHM00090305,"WELDING ROD, ALUMINUM, SUPER GLAZE, 3/32",N,"Heat treating/hardening, multiple operations","HEAT TREATING/HARDENING, MULTIPLE OPERATIONS",100,3,022A-Z01,MXSG,
9150PHM00087091,"LUBRICANT, CHAIN LUBE, AEROSOL",N,"Lubricating, aerosol",CHAIN LUBRICATION,,36,083B-Z05*1,,
8010PHM00087227,"POLYURETHANE, BLACK, 37030",N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,125,999A-Z26,72 LRS,
7930PHM00087153,"CLEANING COMPOUND, ADHESIVE RESIDUE, CITRUS",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",,3,414I-Z01,CSCW-1,
8010PHM00087220,"ENAMEL, BLACK, FLAT, HIGH TEMP, AEROSOL",N,"Coating/painting, multiple operations",NON-AEROSPACE SURFACE COATING,,375,022A-Z5,MXSG,
6850015762799,MAGNETIC INSPECTION COMPOUND,N,"Non-destructive inspection/testing, NOC",073A-Z08 NDI,100,30,073A-Z08,552 CMMXS,
6850015762799,MAGNETIC INSPECTION COMPOUND,N,"Non-destructive inspection/testing, NOC",073A-Z08*1 NDI,,30,073A-Z08*1,552 CMMXS,
5970001627523,"INSULATING VARNISH, ELECTRICAL",N,"Coating/painting, multiple operations",060A-Z01 PRIMERS&TOPCOATS TOUCHUP (REPORTABLE),,6,060A-Z01,552 CMMXS,
9150PHM00088616,"LUBRICANT, OIL, CHILLERS, HVAC",N,"Lubricating, multiple operations",LUBRICATION,100,1080,999B-Z61,72 ABW/CECOPM,
6850016161803,"CLEANING COMPOUND, SOLVENT",N,"Cleaning, chemical, manual wiping",AEROSPACE HAND WIPE CLEANING,100,12,136B-Z01,507 MS/LGR,
3439016121540,"ELECTRODE, TUNGSTEN, LANTHANATED, 10 COUNT, 0.093"" DIA.",N,"Welding, multiple operations",WELDING/BRAZING/CUTTING/SOLDERING,,9,156A-Z01,552 MXS,
8010PHM00092101,"CLEARCOAT, AUTOMOTIVE",N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,6,999A-Z26,72 LRS,
6830PHM00094178,"REFRIGERANT, CHLORODIFLUOROMETHANE, R-22",N,Air conditioning/refrigeration charging,REFRIGERANTS,,120,999B-Z49,72 ABW,
6830PHM00094178,"REFRIGERANT, CHLORODIFLUOROMETHANE, R-22",N,"Charging/recharging, NOC",REFRIGERANTS,,30,999B-Z61,72 ABW/CECOPM,
6850PHM00092175,"SODIUM SULFITE, DECHLORINATING AGENT, WATER",N,"Water treatment, NOC",WATER TREATMENT,100,125,999B-Z66,72 ABW,
6520PHM00092417,"REFRIGERANT, SPRAY, AEROSOL",N,"Dental, general",PATIENT CARE,,40,093A-Z02,72 MDG/SGD,
6830PHM00092581,HELIUM,N,Physical testing,METALS ANALYSIS,100,48,054C-Z01,MXSG,
7930PHM00092210,"CLEANING COMPOUND, DELIMER, DISHWASHING MACHINES",N,"Administrative, NOC",VANWEY DINING HALL,,40,999B-Z80,FSS/FSVF,
6850PHM00093124,"ADDITIVE, PH ADJUSTER, CLEANER/DEGREASER",N,"Cleaning/washing, flush cleaning",AEROSPACE FLUSH CLEANING (NON-REPORTABLES),,3,618B-Z01,,
6850PHM00093124,"ADDITIVE, PH ADJUSTER, CLEANER/DEGREASER",N,"Cleaning/washing, flush cleaning","CLEANING/WASHING, FLUSH CLEANING",,3,632A-Z01,PMXG,
6850PHM00093124,"ADDITIVE, PH ADJUSTER, CLEANER/DEGREASER",N,"Industrial, NOC",MAINTENANCE NOC,,3,614A-Z03,PMXG,
8030PHM00092316,"SEALANT, LATEX, FIRE BARRIER",N,HVAC repair & maintenance,MECHANICAL PROCESS LEVEL 1,,15,999A-Z45,72 ABW/CENPE,
7930PHM00094036,"CLEANING COMPOUND, FLOOR STRIPPER",N,"Housekeeping/janitorial, NOC",HOUSEKEEPING AND JANITORIAL MAINTENANCE,100,125,999B-Z05,OC-ALC,
8040PHM00093945,"ADHESIVE, EPOXY RESIN, ANCHOR BOLTS, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/ SEALANT,,3,022A-Z01,MXSG,
8040PHM00093945,"ADHESIVE, EPOXY RESIN, ANCHOR BOLTS, KIT",N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",100,175,022A-Z09,MXSG,
9150PHM00095948,ECHO POWER BLEND X,N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR,,3,105A-Z01*4,72 ABW/CEF,
9150PHM00096435,"LUBRICANT, 2-CYCLE OIL, SEMI-SYNTHETIC",N,"Equipment repair/prev. maint., NOC","EQUIPMENT REPAIR/PREV. MAINT., NOC",,3,105A-Z01*2,72 ABW/CEF,
6850PHM00096590,"LASER MARKING PASTE, METAL, AEROSOL",N,"Coating/painting, spray/aerosol",076C-Z01 AEROSOL,,3,076C-Z01,550 CMMXS,
6850PHM00096590,"LASER MARKING PASTE, METAL, AEROSOL",N,"Laser operations, chemical",LASER ETCHING,100,3,151A-Z01,552 MXS,
6850PHM00095333,"BRAKE FLUID, DOT 3&4",N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,18,022A-Z01,MXSG,
9150PHM00095550,"LUBRICANT, GRAPHITE IN PETROLATUM, ANTI-SEIZE",N,"Lubricating, multiple operations",LUBRICANT,,9,043F-Z02,PMXG,
7930PHM00095674,"CLEANING COMPOUND, GENERAL PURPOSE",N,"Housekeeping/janitorial, NOC",HOUSEKEEPING,,30,345A-Z01,72 MEDICAL,
8030013703048,"SEALANT, SYNTHETIC RUBBER, PREMIXED AND FROZEN",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,3,302A-Z01,567 AMXS,
8030013703048,"SEALANT, SYNTHETIC RUBBER, PREMIXED AND FROZEN",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,30,019A-Z01,565 AMXS,
6850PHM00096350,"FLUORESCENT PENETRANT, HIGH SENSITIVITY, GENERAL PURPOSE",N,"Non-destructive inspection/testing, NOC",FLUORESCENT PARTICLE INSPECTION,,18,337B-Z01*1,548 PMXS/MXDPF,
9150PHM00096407,"LUBRICANT, 20W-50",N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR,,3,105A-Z01*4,72 ABW/CEF,
6810PHM00096553,OLEIC ACID,N,"Analysis, chemical",INFRARED ANALYSIS,100,3,054C-Z01,MXSG,
8030015308955,"SEALANT, CORROSION PREVENTIVE COMPOUND",N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COAT (BRUSH/ROLL/PEN) TOUCHUP,,3,180A-Z03,552 AMXS,
8010PHM00097468,"PRIMER, RUSTY METAL, AEROSOL",N,"Equipment repair/prev. maint., NOC",MAINTENANCE,100,200,083B-Z09,,
8040PHM00095072,"ADHESIVE, ACRYLIC, TILE/TREAD",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,144,999B-Z61,72 ABW/CECOPM,
6840PHM00099268,"INSECTICIDE, IMIDACLOPRID, 0.5G, TURFGRASS",N,"Supply and materials handling, multiple operations",PESTICIDE/HERBICIDE 2016,50,30,111B-Z02,72 SPTG/SV,
6830PHM00099580,"REFRIGERANT, LIQUEFIED GAS MIXTURE, R-404A",N,"Charging/recharging, NOC",REFRIGERANTS,,24,999B-Z61,72 ABW/CECOPM,
5350000151612,LAPPING AND GRINDING COMPOUND,N,"Equipment repair/prev. maint., NOC","DISASSEMBLY/REASSEMBLY, GENERAL",100,45,062B-Z01,552 CMMXS/MXDPBA,
5350013233926,WHITE ALUMINUM OXIDE ABRASIVE GRIT #150,N,NOC,MAINTENANCE NOC,,3,610A-Z10,PMXG,
5350013233926,WHITE ALUMINUM OXIDE ABRASIVE GRIT #150,N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,100,250,032C-Z01,548 PMXS,
5350013233932,SWARCO REFLEX GLASS BEAD,N,NOC,"076C-Z01 MAINTENANCE, NOC",,3,076C-Z01,550 CMMXS,
5350013233932,SWARCO REFLEX GLASS BEAD,N,"Cleaning, other- media blasting",076C-Z01 BLASTING,,3,076C-Z01,550 CMMXS,
5350013233932,SWARCO REFLEX GLASS BEAD,N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OUT JOBS,,300,007A-Z01,569 AMXS/MXDXA,
6520012246353,"IMPRESSION MATERIAL, DENTAL, KIT",N,NOC,MAINTENANCE NOC,,3,433B-Z01,OC-ALC/MAB,
3439012203304,"ELECTRODE, REVERSE POLARITY,  WELDING, STEEL, .035""",N,"Industrial, NOC",MAINTENANCE NOC,100,125,037F-Z01,PMXG,
3439PHM91000173,"WELDING POWDER, METALLIC OVERLAY",N,Plasma spraying,PLASMA SPRAYING,100,125,045G-Z02,PMXG,
3439013821225,"WELDING POWDER, METALLIC OVERLAY, COBALT & TUNGSTEN",N,Plasma spraying,PLASMA SPRAYING,100,700,048C-Z01,PMXG,
6810002646611,"AMMONIUM MOLYBDATE, 4-HYDRATE, 0716",N,Physical testing,METALS ANALYSIS,100,18,054C-Z01,MXSG,
3439013991527,WELDING POWDER,N,Plasma spraying,PLASMA SPRAYING,100,700,048C-Z01,PMXG,
3439014073267,"WELDING POWDER, METALLIC OVERLAY, ALUMINUM ALLOY & BRONZE",N,Plasma spraying,PLASMA SPRAYING,100,200,045G-Z02,PMXG,
3439014076922,"WELDING POWDER, METALLIC OVERLAY, MOLYBDENUM",N,Plasma spraying,PLASMA SPRAYING,100,125,048C-Z01,PMXG,
6810002813021,"AMMONIUM PERSULFATES, ACS",N,NOC,MAINTENANCE NOC,100,125,391A-Z01,564 AMXS/MXDPAB,
6810P40010@T,PUROGENE 9804-5,N,"Cleaning- mechanical, NOC",EQUIPMENT CLEANING,100,18,999A-Z08,NAVY,
3439PHM91000217,"PLASMA POWDER,  101B-NS  (CVC 8-23 CO)",N,Plasma spraying,PLASMA SPRAYING,100,125,045G-Z02,PMXG,
3439014777851,"WELDING POWDER, METALLIC OVERLAY, NICKEL",N,Plasma spraying,PLASMA SPRAYING,,375,045G-Z02,PMXG,
5610LAE199Z@T,KERACOLOR S SANDED GROUT,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,75,105A-Z01*4,72 ABW/CEF,
6810014469802,"HYDROGEN PEROXIDE, 30%, REAGENT GRADE",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,3,054C-Z03,MXSG,
6830PHM00099411,"LIQUEFIED GAS, MAPP GAS",N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,,75,022A-Z01,MXSG,
6810014636034,"N-HEXANE, ACS",N,Physical testing,LIQUID ANALYSIS,,10,054C-Z01,MXSG,
6810014871438,"IRON, CARBONYL POWDER, 97% MIN.",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,34,3,302A-Z01,567 AMXS,
3439CT4340062(WALWA),"WELDING ROD 0.062"" DIA 4340 STEEL, AMS 6",N,"Welding, multiple operations",WELDING/SOLDERING/BRAZING AEROSPACE,,3,377A-Z03,PMXG,
3439LAB036V(53472)@T,STAY SILV 95/5,N,"Electrical, NOC",ELECTRICAL,100,125,999B-Z62,72 ABW,
3439PHM00099037,"WELDING ELECTRODE,STAINLESS STEEL, 5/32""",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,,125,999A-Z26,72 LRS,
3439P5335542037(2R)@,"WELDING WIRE, INC 625, 0.035, AMS 5837",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,100,36,051F-Z01,548 PMXS,
9150PHM00098608,"LUBRICANT, MOTOR OIL, 15W-40",N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,15,999A-Z26,72 LRS,
6810011500339,"PHOSPHORIC ACID, ACS",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,100,125,054C-Z03,MXSG,
8010016225467,"POLYURETHANE, GRAY, 36173 KIT WITH EPOXY PRIMER KIT",N,"Coating/painting, spray - HVLP gun",AEROSPACE PRIMER IN PAINT DOCK,,125,008A-Z01,569 AMXS/MXDPAB,
3439PHM00099395,"WELDING ALLOY, 0.035""",N,"Heat treating/hardening, multiple operations",080C-Z01 WELDING,100,9,080C-Z01,553 CMMXS,
8010PB42T104@T,PAINT BLUE LATEX,N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
6850LAA296S(2M612)@T,WINDSHELD DE-ICER  GOLD EAGLE COMPANY,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,125,999A-Z26,72 LRS,
K_8030-045PI(92108)@,PR1750 B-2 SEALING COMPOUNED,N,Adhering/bonding/sealing - all usages,ADHERING/BONDING/SEALING - ALL USAGES,50,125,125A-Z01,507 AGS/LG,
8040LAA108H@T,KWIK SEAL TUB TILE ADHESIVE LATEX CAULK,N,"Service, NOC",SERVICES OPERATIONS,100,125,999B-Z15,72 ABW/CE/HOUSING,
8010C9870@T,9870 TEC SYSTEM MIXING COLOR HS PT GREEN,N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,125,999A-Z26,72 LRS,
6830001635138,"ARGON, LIQUID, BULK",Y,"Analysis, chemical",INFRARED ANALYSIS,100,3,054C-Z01,MXSG,
6830013034937,"COMPRESSED GAS, CALIBRATING GAS MIXTURE",N,Equipment monitoring,NON-AEROSPACE COMPRESSED GASES,100,3,055G-Z04,MXSG,
6830C251@T,CAL CHECK GAS CHLORINE 2-200 PPM IN NITR,N,"Protective services, fire, NOC","Protective services, fire, NOC",50,3,105A-Z01,72 ABW/CEF,
6830C401@T,CALIBRATION CHECK GAS MULTI MIX METHANE,N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR/PREV. MAINTENANCE2,,3,105A-Z01*2,72 ABW/CEF,
7930014181448,"DETERGENT, GENERAL PURPOSE",N,Preventive maintenance,Preventive maintenance,50,125,416A-Z01,VQ-3,
6830LAF034M@T,CALIBRATION CHECK GAS ISOBUTYLENE 1 PPM,N,"Equipment repair/prev. maint., NOC",EQUIPMENT REPAIR,,3,105A-Z01*4,72 ABW/CEF,
8030LAA253O@T,SILICONE GENERAL PURPOSE SEALANT CLEAR,N,"Cementing and related tasks, multiple operations",CEMENTING AND RELATED TASKS,,3,105A-Z01*3,72 ABW/CEF,
6850011517070,"STRIPPING COMPOUND, MOLTEN SALT",N,"Cleaning/washing, flush cleaning",KOLENE MOLTEN SALT,100,125,032B-Z02,PMXG,
6850013460885,"COOLING WATER, COMPOUND",N,"Non-destructive inspection/testing, NOC",073A-Z08*1 NDI,,15,073A-Z08*1,552 CMMXS,
6850013460885,"COOLING WATER, COMPOUND",N,"Cleaning, chemical, manual wiping",073A-Z08*2 HAND WIPE CLEANING AEROSPACE,,3,073A-Z08*2,552 CMMXS,
6850014651880,"CLEANING COMPOUND, SOLVENT WIPES, MPK SATURATED, 50 PER ROLL",N,"Cleaning, chemical, manual wiping","HAND WIPE CLEANING, AEROSPACE",,10,391F-Z01,564 AMXS,
6850014651880,"CLEANING COMPOUND, SOLVENT WIPES, MPK SATURATED, 50 PER ROLL",N,"Cleaning, chemical, manual wiping","HAND WIPE CLEANING, AEROSPACE",50,125,201F-Z02,566 AMXS,
6850014651880,"CLEANING COMPOUND, SOLVENT WIPES, MPK SATURATED, 50 PER ROLL",N,"Cleaning, chemical, manual wiping","HAND WIPE CLEANING, AEROSPACE",,125,201A-Z02,566 AMXS,
6850014651880,"CLEANING COMPOUND, SOLVENT WIPES, MPK SATURATED, 50 PER ROLL",N,"Cleaning, chemical, manual wiping","HAND WIPE CLEANING, AEROSPACE",,3,433B-Z01,OC-ALC/MAB,
6850015290306,CHEMICAL REMOVER,N,"Coating/paint removal, chemical, aircraft parts",CHEMICAL DEPAINTING OF AIRCRAFT PARTS,,60,007A-Z01,569 AMXS/MXDXA,
7930P64002@T,IVORY LIQUID DISH DETERGENT,N,Fuels lab,"CLEANING, CHEMICAL",100,125,081A-Z01,72 LRS/LGRF,
8010LAA930K(0G5U8)@T,"ROYAL COAT EXTERIOR, LATEX PASTEL BASE",N,"Cementing and related tasks, multiple operations",CEMENTING AND RELATED TASKS,,3,105A-Z01*3,72 ABW/CEF,
8010LAB812W(54636)@T,SUPERACRYLIC ENAMEL HARD GLOSS BLACK 140,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,3,105A-Z01*2,72 ABW/CEF,
8010LAB812W(54636)@T,SUPERACRYLIC ENAMEL HARD GLOSS BLACK 140,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,3,105A-Z01*4,72 ABW/CEF,
8030LAE508T@T,GE14563 ACRYLIC CAULK,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,3,105A-Z01*2,72 ABW/CEF,
8030P5296952037(21)@,IRONGRIP 601 WATER BASED MASTIC,N,"Industrial, NOC","Industrial, NOC",50,125,022A-Z7,MXSG,
8010014516765,POLYURETHANE COATING KIT. WHITE,N,"Coating/painting, brush/roller",AEROSPACE TOPCOAT TOUCH-UP,,125,433B-Z01,OC-ALC/MAB,
8010015527704,"COATING,POLYESTER",N,"Coating/painting, brush/roller",078E-Z02 PRIMERS AND TOPCOATS TOUCH-UP (REPORTABLE,,125,078E-Z02,553 CMMXS,
8010LAE289U@T,WOOD OIL STAIN,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,3,105A-Z01*3,72 ABW/CEF,
8030PB235500@T,"BENTONITE, SEALING POWDER",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,125,614A-Z03,PMXG,
8040011278279,"ADHESIVE, GRAY",N,Adhering/bonding/sealing - all usages,060A-Z01 ADHESIVE/SEALANT,,3,060A-Z01,552 CMMXS,
8040012025859,"PRIMER, ADHESION PROMOTER, STRUCTURAL ADHESIVE FILM",N,"Coating/painting, spray - HVLP gun",078E-Z08 PRIMERS AND TOPCOATS IN BOOTH (REPORTABLE,,20,078E-Z08,553 CMMXS,
8010P21347@T,PRIMER N 7649 25GM  21348,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,125,999A-Z26,72 LRS,
8040013470621,RESIN SOLUTION,N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,6,302A-Z01,567 AMXS,
8040014256964,"ADHESIVE, FILM, 0.05 X 12 X 24, QTY 20",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,3,467A-Z01,568 AMXS,
9150CVV982@T,VV982 SYNPOWER 75W 140 LIMITED SLIP SYNT,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,36,999A-Z26,72 LRS,
9150LAA107W@T,"LUBRICANT, LIQUID WRENCH",N,"Assemble/disassemble, NOC",ASSEMBLY/DISASSEMBLY,100,125,999B-Z32,72 ABW/CECOC,
8030PHM00100417,"SEALANT, GRAY, METAL ROOFING",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,36,999B-Z45,72 ABW/CECOIG,
8520PHM00099988,"HAND SANITIZER, DISPENSER REFILL",N,"Medical, general or operations",PATIENT CARE,,3,094A-Z01,72 MDG/SGS,
9330014814339,PLASTIC MOLDING KIT,N,Adhering/bonding/sealing - brush/dobbing,AIRCRAFT REPAIR-SEALANTS/ADHESIVES,,6,158A-Z01,552 MXS,
8030PHM00100225,"SEALANT, FLANGE & JOINT, HIGH TEMP, HIGH PRESSURE",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,3,614A-Z03,PMXG,
8010PHM00100273,"MIXING COLOR, DRIER",N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,36,999A-Z26,72 LRS,
6830015614182,"ACETYLENE,TECHNICAL",N,"Heat treating/hardening, multiple operations",WELDING,,9,377A-Z01,PMXG,
9130S044108992@T,DIESEL FUEL SUPPLEMENT PLUS CETANE BOOST,N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
9150009938590,"LUBRICANT, HYDRAULIC",N,"Lubricating, multiple operations",LUBRICATING,,3,043F-Z06,PMXG,
8010PHM00100265,"WASH PRIMER, BARE METAL, AUTOMOTIVE",N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,36,999A-Z26,72 LRS,
9150C75602@T,NP75602 NAPA MPURP WHEEL BEARING GREASE,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,48,999A-Z26,72 LRS,
